COD_PROVINCIA|IND_SEXO|CLASE_PERMISO|DESC_ANTIG_PERMISO|NUM_CONDUCTORES
01|V|D   |2023         |3
01|V|D   |Anterior_2014|2
01|V|D+E |2019         |1
01|V|D+E |2020         |1
01|V|D+E |Anterior_2014|4
01|V|D1  |2022         |1
01|V|D1  |2023         |4
01|V|D1  |Anterior_2014|2
01|V|D1+E|Anterior_2014|4
01|V|LVA |2018         |1
01|V|LVA |2021         |1
01|V|LVA |2022         |2
01|V|LVA |2023         |3
01|V|LVA |Anterior_2014|2
02|M|A   |2017         |1
02|M|A   |2018         |2
02|M|A   |2019         |2
02|M|A   |2020         |1
02|M|A   |2021         |5
02|M|A   |2022         |3
02|M|A   |2023         |4
02|M|A   |Anterior_2014|51
02|M|A1  |2014         |2
02|M|A1  |2015         |1
02|M|A1  |2016         |3
02|M|A1  |2017         |4
02|M|A1  |2018         |2
02|M|A1  |2019         |5
02|M|A1  |2020         |5
02|M|A1  |2021         |10
02|M|A1  |2022         |8
02|M|A1  |2023         |8
02|M|A1  |Anterior_2014|157
02|M|A2  |2014         |1
02|M|A2  |2017         |1
02|M|A2  |2019         |5
02|M|A2  |2020         |4
02|M|A2  |2021         |5
02|M|A2  |2022         |5
02|M|A2  |2023         |7
02|M|A2  |Anterior_2014|75
02|M|AM  |2014         |58
02|M|AM  |2015         |29
02|M|AM  |2016         |40
02|M|AM  |2017         |33
02|M|AM  |2018         |29
02|M|AM  |2019         |32
02|M|AM  |2020         |43
02|M|AM  |2021         |42
02|M|AM  |2022         |45
02|M|AM  |2023         |41
02|M|AM  |Anterior_2014|16416
02|M|B   |2014         |1705
02|M|B   |2015         |1678
02|M|B   |2016         |1619
02|M|B   |2017         |1322
02|M|B   |2018         |1950
02|M|B   |2019         |1816
02|M|B   |2020         |1691
02|M|B   |2021         |2073
02|M|B   |2022         |1803
02|M|B   |2023         |1845
02|M|B   |Anterior_2014|65922
02|M|B+E |2022         |1
02|M|B+E |2023         |6
02|M|B+E |Anterior_2014|39
02|M|C+E |Anterior_2014|1
02|M|C1  |2023         |2
02|M|C1  |Anterior_2014|8
02|M|C1+E|Anterior_2014|1
02|M|D1  |Anterior_2014|2
02|M|D1+E|Anterior_2014|1
02|V|A   |2014         |1
02|V|A   |2015         |1
02|V|A   |2018         |2
02|V|A   |2019         |8
02|V|A   |2020         |5
02|V|A   |2021         |7
02|V|A   |2022         |8
02|V|A   |2023         |9
02|V|A   |Anterior_2014|2865
02|V|A1  |2014         |19
02|V|A1  |2015         |17
02|V|A1  |2016         |21
02|V|A1  |2017         |23
02|V|A1  |2018         |31
02|V|A1  |2019         |27
02|V|A1  |2020         |21
02|V|A1  |2021         |55
02|V|A1  |2022         |30
02|V|A1  |2023         |24
02|V|A1  |Anterior_2014|3570
02|V|A2  |2014         |1
02|V|A2  |2015         |1
02|V|A2  |2016         |6
02|V|A2  |2017         |5
02|V|A2  |2018         |4
02|V|A2  |2019         |8
02|V|A2  |2020         |1
02|V|A2  |2021         |7
02|V|A2  |2022         |9
02|V|A2  |2023         |10
02|V|A2  |Anterior_2014|2676
02|V|AM  |2014         |180
02|V|AM  |2015         |172
02|V|AM  |2016         |188
02|V|AM  |2017         |175
02|V|AM  |2018         |182
02|V|AM  |2019         |189
02|V|AM  |2020         |243
02|V|AM  |2021         |266
02|V|AM  |2022         |182
02|V|AM  |2023         |222
02|V|AM  |Anterior_2014|58553
02|V|B   |2014         |1684
02|V|B   |2015         |1814
02|V|B   |2016         |1829
02|V|B   |2017         |1368
02|V|B   |2018         |2069
02|V|B   |2019         |1891
02|V|B   |2020         |1486
02|V|B   |2021         |2172
02|V|B   |2022         |1950
02|V|B   |2023         |2195
02|V|B   |Anterior_2014|50735
02|V|B+E |2014         |1
02|V|B+E |2015         |1
02|V|B+E |2018         |1
02|V|B+E |2019         |6
02|V|B+E |2020         |3
02|V|B+E |2021         |9
02|V|B+E |2022         |8
02|V|B+E |2023         |18
02|V|B+E |Anterior_2014|263
02|V|C   |Anterior_2014|57
02|V|C+E |2019         |1
02|V|C+E |Anterior_2014|28
02|V|C1  |2015         |1
02|V|C1  |2021         |1
02|V|C1  |2023         |2
02|V|C1  |Anterior_2014|51
02|V|C1+E|Anterior_2014|34
02|V|D   |Anterior_2014|3
02|V|D+E |Anterior_2014|4
02|V|D1  |Anterior_2014|4
02|V|D1+E|Anterior_2014|9
02|V|LVA |2020         |1
02|V|LVA |2022         |2
02|V|LVA |2023         |1
02|V|LVA |Anterior_2014|21
03|M|A   |2014         |10
03|M|A   |2015         |11
03|M|A   |2016         |11
03|M|A   |2017         |12
03|M|A   |2018         |24
03|M|A   |2019         |30
03|M|A   |2020         |28
03|M|A   |2021         |52
03|M|A   |2022         |46
03|M|A   |2023         |72
03|M|A   |Anterior_2014|885
03|M|A1  |2014         |27
03|M|A1  |2015         |28
03|M|A1  |2016         |39
03|M|A1  |2017         |45
03|M|A1  |2018         |57
03|M|A1  |2019         |74
03|M|A1  |2020         |71
03|M|A1  |2021         |139
03|M|A1  |2022         |103
03|M|A1  |2023         |92
03|M|A1  |Anterior_2014|2350
03|M|A2  |2014         |13
03|M|A2  |2015         |7
03|M|A2  |2016         |15
03|M|A2  |2017         |15
03|M|A2  |2018         |21
03|M|A2  |2019         |21
03|M|A2  |2020         |24
03|M|A2  |2021         |50
03|M|A2  |2022         |60
03|M|A2  |2023         |60
03|M|A2  |Anterior_2014|1053
03|M|AM  |2014         |407
03|M|AM  |2015         |469
03|M|AM  |2016         |508
03|M|AM  |2017         |563
03|M|AM  |2018         |595
03|M|AM  |2019         |537
03|M|AM  |2020         |637
03|M|AM  |2021         |756
03|M|AM  |2022         |760
03|M|AM  |2023         |1521
03|M|AM  |Anterior_2014|103936
03|M|B   |2014         |7037
03|M|B   |2015         |7114
03|M|B   |2016         |7821
03|M|B   |2017         |7440
03|M|B   |2018         |9578
03|M|B   |2019         |9088
03|M|B   |2020         |6671
03|M|B   |2021         |10971
03|M|B   |2022         |9805
03|M|B   |2023         |11176
03|M|B   |Anterior_2014|278958
03|M|B+E |2014         |12
03|M|B+E |2015         |24
03|M|B+E |2016         |24
03|M|B+E |2017         |26
03|M|B+E |2018         |33
03|M|B+E |2019         |33
03|M|B+E |2020         |27
03|M|B+E |2021         |45
03|M|B+E |2022         |34
03|M|B+E |2023         |609
03|M|B+E |Anterior_2014|8720
03|M|C   |2022         |1
03|M|C   |Anterior_2014|14
03|M|C+E |2023         |1
03|M|C+E |Anterior_2014|4
03|M|C1  |2018         |1
03|M|C1  |2019         |1
03|M|C1  |2021         |1
03|M|C1  |2022         |1
03|M|C1  |2023         |183
03|M|C1  |Anterior_2014|886
03|M|C1+E|2017         |1
03|M|C1+E|2021         |2
03|M|C1+E|2022         |1
03|M|C1+E|2023         |10
03|M|C1+E|Anterior_2014|775
03|M|D   |Anterior_2014|2
03|M|D+E |Anterior_2014|2
03|M|D1  |2023         |1
03|M|D1  |Anterior_2014|2
03|M|D1+E|2015         |1
03|M|D1+E|2021         |1
03|M|D1+E|Anterior_2014|5
03|V|A   |2014         |17
03|V|A   |2015         |21
03|V|A   |2016         |35
03|V|A   |2017         |49
03|V|A   |2018         |67
03|V|A   |2019         |72
03|V|A   |2020         |89
03|V|A   |2021         |142
03|V|A   |2022         |129
03|V|A   |2023         |219
03|V|A   |Anterior_2014|11309
03|V|A1  |2014         |132
03|V|A1  |2015         |157
03|V|A1  |2016         |172
03|V|A1  |2017         |194
03|V|A1  |2018         |264
03|V|A1  |2019         |292
03|V|A1  |2020         |280
03|V|A1  |2021         |492
03|V|A1  |2022         |337
03|V|A1  |2023         |358
03|V|A1  |Anterior_2014|18769
03|V|A2  |2014         |23
03|V|A2  |2015         |34
03|V|A2  |2016         |46
03|V|A2  |2017         |61
03|V|A2  |2018         |77
03|V|A2  |2019         |101
03|V|A2  |2020         |112
03|V|A2  |2021         |137
03|V|A2  |2022         |132
03|V|A2  |2023         |298
03|V|A2  |Anterior_2014|11599
03|V|AM  |2014         |1098
03|V|AM  |2015         |1223
03|V|AM  |2016         |1381
03|V|AM  |2017         |1514
03|V|AM  |2018         |1528
03|V|AM  |2019         |1574
03|V|AM  |2020         |1582
03|V|AM  |2021         |1938
03|V|AM  |2022         |1708
03|V|AM  |2023         |2750
03|V|AM  |Anterior_2014|255747
03|V|B   |2014         |6542
03|V|B   |2015         |6735
03|V|B   |2016         |7436
03|V|B   |2017         |6982
03|V|B   |2018         |9169
03|V|B   |2019         |8843
03|V|B   |2020         |6589
03|V|B   |2021         |10778
03|V|B   |2022         |10310
03|V|B   |2023         |12356
03|V|B   |Anterior_2014|217088
03|V|B+E |2014         |29
03|V|B+E |2015         |24
03|V|B+E |2016         |32
03|V|B+E |2017         |30
03|V|B+E |2018         |35
03|V|B+E |2019         |50
03|V|B+E |2020         |31
03|V|B+E |2021         |67
03|V|B+E |2022         |64
03|V|B+E |2023         |730
03|V|B+E |Anterior_2014|11018
03|V|C   |2014         |1
03|V|C   |2015         |2
03|V|C   |2016         |2
03|V|C   |2019         |5
03|V|C   |2021         |4
03|V|C   |2022         |5
03|V|C   |2023         |8
03|V|C   |Anterior_2014|398
03|V|C+E |2014         |2
03|V|C+E |2016         |1
03|V|C+E |2018         |1
03|V|C+E |2019         |2
03|V|C+E |2021         |2
03|V|C+E |2022         |1
03|V|C+E |2023         |6
03|V|C+E |Anterior_2014|163
03|V|C1  |2016         |1
03|V|C1  |2017         |1
03|V|C1  |2018         |1
03|V|C1  |2019         |7
03|V|C1  |2020         |3
03|V|C1  |2021         |3
03|V|C1  |2022         |6
03|V|C1  |2023         |268
03|V|C1  |Anterior_2014|1598
03|V|C1+E|2015         |1
03|V|C1+E|2016         |1
03|V|C1+E|2017         |1
03|V|C1+E|2018         |1
03|V|C1+E|2019         |2
03|V|C1+E|2020         |4
03|V|C1+E|2022         |2
03|V|C1+E|2023         |21
03|V|C1+E|Anterior_2014|1143
03|V|D   |2015         |1
03|V|D   |2016         |1
03|V|D   |2019         |1
03|V|D   |2022         |1
03|V|D   |2023         |4
03|V|D   |Anterior_2014|57
03|V|D+E |2015         |1
03|V|D+E |2017         |1
03|V|D+E |2022         |1
03|V|D+E |2023         |1
03|V|D+E |Anterior_2014|31
03|V|D1  |2014         |1
03|V|D1  |2017         |1
03|V|D1  |2019         |2
03|V|D1  |2020         |3
03|V|D1  |2021         |3
03|V|D1  |2022         |1
03|V|D1  |2023         |3
03|V|D1  |Anterior_2014|72
03|V|D1+E|2015         |1
03|V|D1+E|2021         |3
03|V|D1+E|2023         |1
03|V|D1+E|Anterior_2014|60
03|V|LVA |2022         |1
03|V|LVA |2023         |2
03|V|LVA |Anterior_2014|2
04|M|A   |2014         |1
04|M|A   |2015         |3
04|M|A   |2016         |2
04|M|A   |2017         |2
04|M|A   |2018         |4
04|M|A   |2019         |4
04|M|A   |2020         |5
04|M|A   |2021         |9
04|M|A   |2022         |10
04|M|A   |2023         |11
04|M|A   |Anterior_2014|125
04|M|A1  |2014         |4
04|M|A1  |2015         |1
04|M|A1  |2016         |8
04|M|A1  |2017         |7
04|M|A1  |2018         |4
04|M|A1  |2019         |10
04|M|A1  |2020         |10
04|M|A1  |2021         |13
04|M|A1  |2022         |12
04|M|A1  |2023         |19
04|M|A1  |Anterior_2014|405
04|M|A2  |2015         |2
04|M|A2  |2017         |4
04|M|A2  |2019         |3
04|M|A2  |2020         |4
04|M|A2  |2021         |7
04|M|A2  |2022         |7
04|M|A2  |2023         |12
04|M|A2  |Anterior_2014|171
04|M|AM  |2014         |93
04|M|AM  |2015         |75
04|M|AM  |2016         |73
04|M|AM  |2017         |49
04|M|AM  |2018         |59
04|M|AM  |2019         |51
04|M|AM  |2020         |67
04|M|AM  |2021         |85
04|M|AM  |2022         |85
04|M|AM  |2023         |257
04|M|AM  |Anterior_2014|28595
04|M|B   |2014         |3009
04|M|B   |2015         |3200
04|M|B   |2016         |3593
04|M|B   |2017         |2763
04|M|B   |2018         |4111
04|M|B   |2019         |3684
04|M|B   |2020         |2803
04|M|B   |2021         |4325
04|M|B   |2022         |3628
04|M|B   |2023         |4008
04|M|B   |Anterior_2014|109939
04|M|B+E |2014         |5
04|M|B+E |2015         |3
04|M|B+E |2016         |2
04|M|B+E |2017         |4
04|M|B+E |2018         |1
04|M|B+E |2019         |2
04|M|B+E |2020         |1
04|M|B+E |2021         |10
04|M|B+E |2022         |17
04|M|B+E |2023         |172
04|M|B+E |Anterior_2014|1882
04|M|C   |Anterior_2014|15
04|M|C+E |Anterior_2014|3
04|M|C1  |2015         |2
04|M|C1  |2018         |1
04|M|C1  |2023         |62
04|M|C1  |Anterior_2014|228
04|M|C1+E|2023         |3
04|M|C1+E|Anterior_2014|193
04|M|D   |2023         |1
04|M|D1  |Anterior_2014|1
04|M|D1+E|2019         |2
04|M|D1+E|Anterior_2014|1
04|V|A   |2014         |3
04|V|A   |2015         |4
04|V|A   |2016         |5
04|V|A   |2017         |8
04|V|A   |2018         |15
04|V|A   |2019         |24
04|V|A   |2020         |16
04|V|A   |2021         |30
04|V|A   |2022         |24
04|V|A   |2023         |53
04|V|A   |Anterior_2014|3275
04|V|A1  |2014         |44
04|V|A1  |2015         |28
04|V|A1  |2016         |38
04|V|A1  |2017         |42
04|V|A1  |2018         |52
04|V|A1  |2019         |45
04|V|A1  |2020         |39
04|V|A1  |2021         |92
04|V|A1  |2022         |77
04|V|A1  |2023         |85
04|V|A1  |Anterior_2014|4966
04|V|A2  |2014         |3
04|V|A2  |2015         |5
04|V|A2  |2016         |7
04|V|A2  |2017         |7
04|V|A2  |2018         |13
04|V|A2  |2019         |15
04|V|A2  |2020         |20
04|V|A2  |2021         |22
04|V|A2  |2022         |21
04|V|A2  |2023         |73
04|V|A2  |Anterior_2014|3372
04|V|AM  |2014         |400
04|V|AM  |2015         |357
04|V|AM  |2016         |415
04|V|AM  |2017         |304
04|V|AM  |2018         |460
04|V|AM  |2019         |337
04|V|AM  |2020         |463
04|V|AM  |2021         |591
04|V|AM  |2022         |413
04|V|AM  |2023         |806
04|V|AM  |Anterior_2014|96339
04|V|B   |2014         |3427
04|V|B   |2015         |3408
04|V|B   |2016         |3686
04|V|B   |2017         |3048
04|V|B   |2018         |4341
04|V|B   |2019         |4005
04|V|B   |2020         |3144
04|V|B   |2021         |5472
04|V|B   |2022         |4955
04|V|B   |2023         |5901
04|V|B   |Anterior_2014|92599
04|V|B+E |2014         |10
04|V|B+E |2015         |9
04|V|B+E |2016         |4
04|V|B+E |2017         |13
04|V|B+E |2018         |18
04|V|B+E |2019         |49
04|V|B+E |2020         |74
04|V|B+E |2021         |93
04|V|B+E |2022         |160
04|V|B+E |2023         |427
04|V|B+E |Anterior_2014|2537
04|V|C   |2022         |2
04|V|C   |2023         |7
04|V|C   |Anterior_2014|198
04|V|C+E |2020         |1
04|V|C+E |2022         |2
04|V|C+E |2023         |5
04|V|C+E |Anterior_2014|96
04|V|C1  |2015         |1
04|V|C1  |2019         |4
04|V|C1  |2023         |87
04|V|C1  |Anterior_2014|519
04|V|C1+E|2019         |3
04|V|C1+E|2021         |3
04|V|C1+E|2022         |1
04|V|C1+E|2023         |13
04|V|C1+E|Anterior_2014|381
04|V|D   |2016         |1
04|V|D   |2023         |6
04|V|D   |Anterior_2014|20
04|V|D+E |2019         |1
04|V|D+E |2023         |1
04|V|D+E |Anterior_2014|9
04|V|D1  |2021         |1
04|V|D1  |2023         |2
04|V|D1  |Anterior_2014|15
04|V|D1+E|2014         |1
04|V|D1+E|2022         |1
04|V|D1+E|2023         |4
04|V|D1+E|Anterior_2014|23
04|V|LVA |2022         |1
04|V|LVA |Anterior_2014|2
05|M|A   |2014         |1
05|M|A   |2016         |3
05|M|A   |2017         |2
05|M|A   |2019         |3
05|M|A   |2021         |4
05|M|A   |2023         |2
05|M|A   |Anterior_2014|23
05|M|A1  |2014         |1
05|M|A1  |2015         |2
05|M|A1  |2016         |4
05|M|A1  |2017         |3
05|M|A1  |2018         |1
05|M|A1  |2019         |3
05|M|A1  |2020         |4
05|M|A1  |2021         |4
05|M|A1  |2022         |4
05|M|A1  |2023         |2
05|M|A1  |Anterior_2014|63
05|M|A2  |2014         |1
05|M|A2  |2016         |2
05|M|A2  |2017         |2
05|M|A2  |2018         |1
05|M|A2  |2019         |1
05|M|A2  |2021         |2
05|M|A2  |2022         |1
05|M|A2  |2023         |2
05|M|A2  |Anterior_2014|26
05|M|AM  |2014         |9
05|M|AM  |2015         |10
05|M|AM  |2016         |15
05|M|AM  |2017         |16
05|M|AM  |2018         |18
05|M|AM  |2019         |17
05|M|AM  |2020         |13
05|M|AM  |2021         |23
05|M|AM  |2022         |16
05|M|AM  |2023         |17
05|M|AM  |Anterior_2014|3943
05|M|B   |2014         |619
05|M|B   |2015         |582
05|M|B   |2016         |668
05|M|B   |2017         |626
05|M|B   |2018         |676
05|M|B   |2019         |806
05|M|B   |2020         |608
05|M|B   |2021         |772
05|M|B   |2022         |651
05|M|B   |2023         |541
05|M|B   |Anterior_2014|28903
05|M|B+E |2019         |1
05|M|B+E |2020         |1
05|M|B+E |2021         |1
05|M|B+E |2023         |1
05|M|B+E |Anterior_2014|12
05|M|C1+E|Anterior_2014|2
05|M|D1  |2021         |1
05|M|D1+E|Anterior_2014|1
05|V|A   |2015         |1
05|V|A   |2016         |2
05|V|A   |2017         |3
05|V|A   |2018         |4
05|V|A   |2019         |8
05|V|A   |2020         |3
05|V|A   |2021         |6
05|V|A   |2022         |2
05|V|A   |2023         |8
05|V|A   |Anterior_2014|743
05|V|A1  |2014         |11
05|V|A1  |2015         |14
05|V|A1  |2016         |15
05|V|A1  |2017         |12
05|V|A1  |2018         |13
05|V|A1  |2019         |10
05|V|A1  |2020         |14
05|V|A1  |2021         |25
05|V|A1  |2022         |15
05|V|A1  |2023         |13
05|V|A1  |Anterior_2014|1037
05|V|A2  |2015         |4
05|V|A2  |2016         |2
05|V|A2  |2019         |4
05|V|A2  |2020         |6
05|V|A2  |2021         |5
05|V|A2  |2022         |2
05|V|A2  |2023         |7
05|V|A2  |Anterior_2014|737
05|V|AM  |2014         |45
05|V|AM  |2015         |34
05|V|AM  |2016         |46
05|V|AM  |2017         |29
05|V|AM  |2018         |75
05|V|AM  |2019         |41
05|V|AM  |2020         |67
05|V|AM  |2021         |83
05|V|AM  |2022         |78
05|V|AM  |2023         |73
05|V|AM  |Anterior_2014|16479
05|V|B   |2014         |548
05|V|B   |2015         |631
05|V|B   |2016         |646
05|V|B   |2017         |642
05|V|B   |2018         |694
05|V|B   |2019         |582
05|V|B   |2020         |473
05|V|B   |2021         |790
05|V|B   |2022         |685
05|V|B   |2023         |664
05|V|B   |Anterior_2014|31536
05|V|B+E |2015         |1
05|V|B+E |2016         |1
05|V|B+E |2017         |1
05|V|B+E |2018         |2
05|V|B+E |2019         |2
05|V|B+E |2020         |4
05|V|B+E |2021         |1
05|V|B+E |2023         |3
05|V|B+E |Anterior_2014|237
05|V|C   |Anterior_2014|22
05|V|C+E |2021         |1
05|V|C+E |Anterior_2014|12
05|V|C1  |Anterior_2014|43
05|V|C1+E|Anterior_2014|9
05|V|D   |Anterior_2014|2
05|V|D1  |2018         |1
05|V|D1  |Anterior_2014|1
05|V|D1+E|Anterior_2014|1
05|V|LVA |2020         |1
05|V|LVA |2021         |1
05|V|LVA |2022         |2
05|V|LVA |2023         |1
05|V|LVA |Anterior_2014|7
06|M|A   |2015         |3
06|M|A   |2017         |3
06|M|A   |2019         |1
06|M|A   |2020         |2
06|M|A   |2021         |2
06|M|A   |2022         |1
06|M|A   |2023         |4
06|M|A   |Anterior_2014|82
06|M|A1  |2014         |2
06|M|A1  |2015         |5
06|M|A1  |2016         |7
06|M|A1  |2017         |5
06|M|A1  |2018         |12
06|M|A1  |2019         |5
06|M|A1  |2020         |2
06|M|A1  |2021         |18
06|M|A1  |2022         |13
06|M|A1  |2023         |10
06|M|A1  |Anterior_2014|191
06|M|A2  |2014         |1
06|M|A2  |2016         |2
06|M|A2  |2017         |2
06|M|A2  |2018         |1
06|M|A2  |2019         |2
06|M|A2  |2020         |2
06|M|A2  |2021         |5
06|M|A2  |2022         |3
06|M|A2  |2023         |2
06|M|A2  |Anterior_2014|94
06|M|AM  |2014         |48
06|M|AM  |2015         |59
06|M|AM  |2016         |73
06|M|AM  |2017         |78
06|M|AM  |2018         |111
06|M|AM  |2019         |81
06|M|AM  |2020         |98
06|M|AM  |2021         |147
06|M|AM  |2022         |100
06|M|AM  |2023         |125
06|M|AM  |Anterior_2014|20119
06|M|B   |2014         |2770
06|M|B   |2015         |3123
06|M|B   |2016         |3239
06|M|B   |2017         |2741
06|M|B   |2018         |3230
06|M|B   |2019         |3609
06|M|B   |2020         |3010
06|M|B   |2021         |3367
06|M|B   |2022         |3063
06|M|B   |2023         |2811
06|M|B   |Anterior_2014|118287
06|M|B+E |2016         |2
06|M|B+E |2017         |1
06|M|B+E |2023         |2
06|M|B+E |Anterior_2014|45
06|M|C+E |Anterior_2014|2
06|M|C1  |Anterior_2014|12
06|M|C1+E|Anterior_2014|4
06|M|D1  |Anterior_2014|1
06|M|LVA |Anterior_2014|2
06|V|A   |2014         |3
06|V|A   |2016         |2
06|V|A   |2017         |1
06|V|A   |2018         |4
06|V|A   |2019         |8
06|V|A   |2020         |3
06|V|A   |2021         |14
06|V|A   |2022         |5
06|V|A   |2023         |10
06|V|A   |Anterior_2014|4274
06|V|A1  |2014         |28
06|V|A1  |2015         |38
06|V|A1  |2016         |33
06|V|A1  |2017         |47
06|V|A1  |2018         |51
06|V|A1  |2019         |48
06|V|A1  |2020         |50
06|V|A1  |2021         |97
06|V|A1  |2022         |53
06|V|A1  |2023         |45
06|V|A1  |Anterior_2014|4995
06|V|A2  |2014         |5
06|V|A2  |2015         |6
06|V|A2  |2016         |3
06|V|A2  |2017         |2
06|V|A2  |2018         |8
06|V|A2  |2019         |9
06|V|A2  |2020         |7
06|V|A2  |2021         |12
06|V|A2  |2022         |13
06|V|A2  |2023         |14
06|V|A2  |Anterior_2014|4082
06|V|AM  |2014         |394
06|V|AM  |2015         |344
06|V|AM  |2016         |408
06|V|AM  |2017         |389
06|V|AM  |2018         |344
06|V|AM  |2019         |403
06|V|AM  |2020         |445
06|V|AM  |2021         |515
06|V|AM  |2022         |518
06|V|AM  |2023         |548
06|V|AM  |Anterior_2014|100436
06|V|B   |2014         |2638
06|V|B   |2015         |3029
06|V|B   |2016         |3148
06|V|B   |2017         |2837
06|V|B   |2018         |2647
06|V|B   |2019         |2760
06|V|B   |2020         |2299
06|V|B   |2021         |3375
06|V|B   |2022         |3143
06|V|B   |2023         |3085
06|V|B   |Anterior_2014|99073
06|V|B+E |2014         |2
06|V|B+E |2015         |2
06|V|B+E |2017         |1
06|V|B+E |2018         |4
06|V|B+E |2019         |3
06|V|B+E |2020         |2
06|V|B+E |2021         |2
06|V|B+E |2022         |1
06|V|B+E |2023         |6
06|V|B+E |Anterior_2014|397
06|V|C   |2023         |1
06|V|C   |Anterior_2014|51
06|V|C+E |2015         |1
06|V|C+E |2019         |1
06|V|C+E |2020         |1
06|V|C+E |2022         |1
06|V|C+E |Anterior_2014|24
06|V|C1  |2015         |1
06|V|C1  |2016         |2
06|V|C1  |2022         |1
06|V|C1  |Anterior_2014|64
06|V|C1+E|2015         |1
06|V|C1+E|2021         |2
06|V|C1+E|Anterior_2014|32
